i,j,score
0.0,0.0,-0.067
0.0,1.0,-0.044
0.0,2.0,-0.035
0.0,3.0,-0.018
0.0,4.0,0.008
0.0,5.0,0.039
0.0,6.0,0.047
0.0,7.0,0.036
0.0,8.0,0.014
0.0,9.0,-0.011
0.0,10.0,-0.029
0.0,11.0,-0.059
0.0,12.0,-0.066
0.0,13.0,-0.074
0.0,14.0,-0.095
0.0,15.0,-0.101
0.0,16.0,-0.119
0.0,17.0,-0.122
0.0,18.0,-0.132
0.0,19.0,-0.135
0.0,20.0,-0.137
0.0,21.0,-0.139
0.0,22.0,-0.14
0.0,23.0,-0.14
0.0,24.0,-0.141
0.0,25.0,-0.141
0.0,26.0,-0.142
0.0,27.0,-0.142
0.0,28.0,-0.142
0.0,29.0,-0.142
0.0,30.0,-0.142
0.0,31.0,-0.143
0.0,32.0,-0.134
0.0,33.0,-0.133
0.0,34.0,-0.133
0.0,35.0,-0.134
0.0,36.0,-0.134
0.0,37.0,-0.135
0.0,38.0,-0.135
0.0,39.0,-0.134
0.0,40.0,-0.132
0.0,41.0,-0.13
0.0,42.0,-0.131
0.0,43.0,-0.131
0.0,44.0,-0.132
0.0,45.0,-0.132
0.0,46.0,-0.128
0.0,47.0,-0.114
0.0,48.0,-0.111
0.0,49.0,-0.115
0.0,50.0,-0.115
0.0,51.0,-0.11
0.0,52.0,-0.094
0.0,53.0,-0.093
0.0,54.0,-0.095
0.0,55.0,-0.115
0.0,56.0,-0.13
0.0,57.0,-0.116
0.0,58.0,-0.091
0.0,59.0,-0.083
0.0,60.0,-0.084
0.0,61.0,-0.094
0.0,62.0,-0.097
0.0,63.0,-0.094
0.0,64.0,-0.093
0.0,65.0,-0.095
1.0,0.0,-0.051
1.0,1.0,-0.028
1.0,2.0,-0.012
1.0,3.0,0.005
1.0,4.0,0.025
1.0,5.0,0.054
1.0,6.0,0.06
1.0,7.0,0.042
1.0,8.0,0.027
1.0,9.0,-0.005
1.0,10.0,-0.03
1.0,11.0,-0.039
1.0,12.0,-0.067
1.0,13.0,-0.082
1.0,14.0,-0.089
1.0,15.0,-0.107
1.0,16.0,-0.112
1.0,17.0,-0.129
1.0,18.0,-0.132
1.0,19.0,-0.141
1.0,20.0,-0.144
1.0,21.0,-0.146
1.0,22.0,-0.147
1.0,23.0,-0.147
1.0,24.0,-0.148
1.0,25.0,-0.148
1.0,26.0,-0.149
1.0,27.0,-0.149
1.0,28.0,-0.149
1.0,29.0,-0.148
1.0,30.0,-0.149
1.0,31.0,-0.149
1.0,32.0,-0.141
1.0,33.0,-0.133
1.0,34.0,-0.14
1.0,35.0,-0.14
1.0,36.0,-0.141
1.0,37.0,-0.141
1.0,38.0,-0.141
1.0,39.0,-0.14
1.0,40.0,-0.138
1.0,41.0,-0.13
1.0,42.0,-0.13
1.0,43.0,-0.131
1.0,44.0,-0.131
1.0,45.0,-0.131
1.0,46.0,-0.127
1.0,47.0,-0.108
1.0,48.0,-0.105
1.0,49.0,-0.108
1.0,50.0,-0.109
1.0,51.0,-0.104
1.0,52.0,-0.101
1.0,53.0,-0.1
1.0,54.0,-0.101
1.0,55.0,-0.109
1.0,56.0,-0.136
1.0,57.0,-0.109
1.0,58.0,-0.097
1.0,59.0,-0.076
1.0,60.0,-0.09
1.0,61.0,-0.101
1.0,62.0,-0.103
1.0,63.0,-0.101
1.0,64.0,-0.1
1.0,65.0,-0.102
2.0,0.0,-0.038
2.0,1.0,-0.022
2.0,2.0,0.002
2.0,3.0,0.019
2.0,4.0,0.052
2.0,5.0,0.069
2.0,6.0,0.075
2.0,7.0,0.058
2.0,8.0,0.035
2.0,9.0,0.01
2.0,10.0,-0.015
2.0,11.0,-0.024
2.0,12.0,-0.046
2.0,13.0,-0.075
2.0,14.0,-0.09
2.0,15.0,-0.095
2.0,16.0,-0.114
2.0,17.0,-0.118
2.0,18.0,-0.121
2.0,19.0,-0.124
2.0,20.0,-0.126
2.0,21.0,-0.128
2.0,22.0,-0.129
2.0,23.0,-0.13
2.0,24.0,-0.13
2.0,25.0,-0.131
2.0,26.0,-0.132
2.0,27.0,-0.132
2.0,28.0,-0.132
2.0,29.0,-0.131
2.0,30.0,-0.132
2.0,31.0,-0.133
2.0,32.0,-0.124
2.0,33.0,-0.122
2.0,34.0,-0.123
2.0,35.0,-0.124
2.0,36.0,-0.124
2.0,37.0,-0.124
2.0,38.0,-0.125
2.0,39.0,-0.124
2.0,40.0,-0.122
2.0,41.0,-0.12
2.0,42.0,-0.12
2.0,43.0,-0.121
2.0,44.0,-0.121
2.0,45.0,-0.121
2.0,46.0,-0.118
2.0,47.0,-0.11
2.0,48.0,-0.107
2.0,49.0,-0.11
2.0,50.0,-0.111
2.0,51.0,-0.106
2.0,52.0,-0.103
2.0,53.0,-0.089
2.0,54.0,-0.09
2.0,55.0,-0.111
2.0,56.0,-0.119
2.0,57.0,-0.111
2.0,58.0,-0.086
2.0,59.0,-0.078
2.0,60.0,-0.08
2.0,61.0,-0.09
2.0,62.0,-0.106
2.0,63.0,-0.103
2.0,64.0,-0.088
2.0,65.0,-0.091
3.0,0.0,-0.031
3.0,1.0,-0.006
3.0,2.0,0.017
3.0,3.0,0.036
3.0,4.0,0.059
3.0,5.0,0.077
3.0,6.0,0.083
3.0,7.0,0.065
3.0,8.0,0.048
3.0,9.0,0.029
3.0,10.0,0.01
3.0,11.0,-0.007
3.0,12.0,-0.029
3.0,13.0,-0.053
3.0,14.0,-0.069
3.0,15.0,-0.075
3.0,16.0,-0.094
3.0,17.0,-0.098
3.0,18.0,-0.108
3.0,19.0,-0.111
3.0,20.0,-0.113
3.0,21.0,-0.115
3.0,22.0,-0.116
3.0,23.0,-0.117
3.0,24.0,-0.117
3.0,25.0,-0.118
3.0,26.0,-0.119
3.0,27.0,-0.119
3.0,28.0,-0.12
3.0,29.0,-0.119
3.0,30.0,-0.119
3.0,31.0,-0.134
3.0,32.0,-0.112
3.0,33.0,-0.11
3.0,34.0,-0.111
3.0,35.0,-0.112
3.0,36.0,-0.112
3.0,37.0,-0.113
3.0,38.0,-0.113
3.0,39.0,-0.112
3.0,40.0,-0.11
3.0,41.0,-0.108
3.0,42.0,-0.109
3.0,43.0,-0.11
3.0,44.0,-0.11
3.0,45.0,-0.123
3.0,46.0,-0.12
3.0,47.0,-0.099
3.0,48.0,-0.095
3.0,49.0,-0.099
3.0,50.0,-0.099
3.0,51.0,-0.094
3.0,52.0,-0.084
3.0,53.0,-0.083
3.0,54.0,-0.084
3.0,55.0,-0.099
3.0,56.0,-0.108
3.0,57.0,-0.1
3.0,58.0,-0.081
3.0,59.0,-0.066
3.0,60.0,-0.075
3.0,61.0,-0.085
3.0,62.0,-0.094
3.0,63.0,-0.091
3.0,64.0,-0.082
3.0,65.0,-0.077
4.0,0.0,-0.028
4.0,1.0,0.008
4.0,2.0,0.019
4.0,3.0,0.04
4.0,4.0,0.066
4.0,5.0,0.086
4.0,6.0,0.092
4.0,7.0,0.087
4.0,8.0,0.075
4.0,9.0,0.049
4.0,10.0,0.023
4.0,11.0,0.012
4.0,12.0,-0.005
4.0,13.0,-0.029
4.0,14.0,-0.046
4.0,15.0,-0.066
4.0,16.0,-0.072
4.0,17.0,-0.077
4.0,18.0,-0.087
4.0,19.0,-0.09
4.0,20.0,-0.092
4.0,21.0,-0.094
4.0,22.0,-0.095
4.0,23.0,-0.096
4.0,24.0,-0.096
4.0,25.0,-0.097
4.0,26.0,-0.098
4.0,27.0,-0.098
4.0,28.0,-0.099
4.0,29.0,-0.105
4.0,30.0,-0.112
4.0,31.0,-0.121
4.0,32.0,-0.098
4.0,33.0,-0.096
4.0,34.0,-0.097
4.0,35.0,-0.105
4.0,36.0,-0.105
4.0,37.0,-0.106
4.0,38.0,-0.113
4.0,39.0,-0.112
4.0,40.0,-0.104
4.0,41.0,-0.102
4.0,42.0,-0.102
4.0,43.0,-0.103
4.0,44.0,-0.111
4.0,45.0,-0.111
4.0,46.0,-0.108
4.0,47.0,-0.085
4.0,48.0,-0.075
4.0,49.0,-0.086
4.0,50.0,-0.093
4.0,51.0,-0.074
4.0,52.0,-0.064
4.0,53.0,-0.062
4.0,54.0,-0.064
4.0,55.0,-0.08
4.0,56.0,-0.102
4.0,57.0,-0.087
4.0,58.0,-0.06
4.0,59.0,-0.052
4.0,60.0,-0.056
4.0,61.0,-0.065
4.0,62.0,-0.067
4.0,63.0,-0.071
4.0,64.0,-0.062
4.0,65.0,-0.063
5.0,0.0,-0.013
5.0,1.0,0.008
5.0,2.0,0.019
5.0,3.0,0.042
5.0,4.0,0.069
5.0,5.0,0.103
5.0,6.0,0.104
5.0,7.0,0.092
5.0,8.0,0.081
5.0,9.0,0.054
5.0,10.0,0.041
5.0,11.0,0.016
5.0,12.0,0.006
5.0,13.0,-0.019
5.0,14.0,-0.043
5.0,15.0,-0.051
5.0,16.0,-0.057
5.0,17.0,-0.075
5.0,18.0,-0.079
5.0,19.0,-0.082
5.0,20.0,-0.084
5.0,21.0,-0.086
5.0,22.0,-0.087
5.0,23.0,-0.088
5.0,24.0,-0.088
5.0,25.0,-0.089
5.0,26.0,-0.09
5.0,27.0,-0.091
5.0,28.0,-0.091
5.0,29.0,-0.091
5.0,30.0,-0.092
5.0,31.0,-0.101
5.0,32.0,-0.084
5.0,33.0,-0.082
5.0,34.0,-0.083
5.0,35.0,-0.085
5.0,36.0,-0.085
5.0,37.0,-0.086
5.0,38.0,-0.087
5.0,39.0,-0.086
5.0,40.0,-0.084
5.0,41.0,-0.082
5.0,42.0,-0.083
5.0,43.0,-0.084
5.0,44.0,-0.085
5.0,45.0,-0.092
5.0,46.0,-0.09
5.0,47.0,-0.072
5.0,48.0,-0.068
5.0,49.0,-0.073
5.0,50.0,-0.073
5.0,51.0,-0.067
5.0,52.0,-0.063
5.0,53.0,-0.048
5.0,54.0,-0.056
5.0,55.0,-0.072
5.0,56.0,-0.083
5.0,57.0,-0.074
5.0,58.0,-0.059
5.0,59.0,-0.038
5.0,60.0,-0.055
5.0,61.0,-0.065
5.0,62.0,-0.054
5.0,63.0,-0.051
5.0,64.0,-0.047
5.0,65.0,-0.048
6.0,0.0,0.003
6.0,1.0,0.009
6.0,2.0,0.02
6.0,3.0,0.044
6.0,4.0,0.071
6.0,5.0,0.107
6.0,6.0,0.115
6.0,7.0,0.096
6.0,8.0,0.085
6.0,9.0,0.058
6.0,10.0,0.045
6.0,11.0,0.027
6.0,12.0,0.003
6.0,13.0,-0.016
6.0,14.0,-0.034
6.0,15.0,-0.049
6.0,16.0,-0.055
6.0,17.0,-0.06
6.0,18.0,-0.064
6.0,19.0,-0.08
6.0,20.0,-0.083
6.0,21.0,-0.084
6.0,22.0,-0.086
6.0,23.0,-0.086
6.0,24.0,-0.086
6.0,25.0,-0.087
6.0,26.0,-0.088
6.0,27.0,-0.089
6.0,28.0,-0.09
6.0,29.0,-0.09
6.0,30.0,-0.091
6.0,31.0,-0.1
6.0,32.0,-0.082
6.0,33.0,-0.081
6.0,34.0,-0.082
6.0,35.0,-0.083
6.0,36.0,-0.084
6.0,37.0,-0.085
6.0,38.0,-0.086
6.0,39.0,-0.085
6.0,40.0,-0.083
6.0,41.0,-0.081
6.0,42.0,-0.082
6.0,43.0,-0.083
6.0,44.0,-0.09
6.0,45.0,-0.091
6.0,46.0,-0.089
6.0,47.0,-0.07
6.0,48.0,-0.067
6.0,49.0,-0.072
6.0,50.0,-0.072
6.0,51.0,-0.066
6.0,52.0,-0.061
6.0,53.0,-0.047
6.0,54.0,-0.048
6.0,55.0,-0.071
6.0,56.0,-0.083
6.0,57.0,-0.073
6.0,58.0,-0.044
6.0,59.0,-0.036
6.0,60.0,-0.054
6.0,61.0,-0.063
6.0,62.0,-0.059
6.0,63.0,-0.05
6.0,64.0,-0.046
6.0,65.0,-0.046
7.0,0.0,0.006
7.0,1.0,0.01
7.0,2.0,0.022
7.0,3.0,0.047
7.0,4.0,0.074
7.0,5.0,0.097
7.0,6.0,0.106
7.0,7.0,0.1
7.0,8.0,0.089
7.0,9.0,0.062
7.0,10.0,0.035
7.0,11.0,0.017
7.0,12.0,-0.0
7.0,13.0,-0.019
7.0,14.0,-0.038
7.0,15.0,-0.046
7.0,16.0,-0.066
7.0,17.0,-0.071
7.0,18.0,-0.075
7.0,19.0,-0.078
7.0,20.0,-0.081
7.0,21.0,-0.083
7.0,22.0,-0.084
7.0,23.0,-0.085
7.0,24.0,-0.085
7.0,25.0,-0.085
7.0,26.0,-0.086
7.0,27.0,-0.087
7.0,28.0,-0.094
7.0,29.0,-0.094
7.0,30.0,-0.096
7.0,31.0,-0.104
7.0,32.0,-0.081
7.0,33.0,-0.079
7.0,34.0,-0.087
7.0,35.0,-0.088
7.0,36.0,-0.089
7.0,37.0,-0.09
7.0,38.0,-0.097
7.0,39.0,-0.096
7.0,40.0,-0.088
7.0,41.0,-0.086
7.0,42.0,-0.087
7.0,43.0,-0.094
7.0,44.0,-0.095
7.0,45.0,-0.103
7.0,46.0,-0.094
7.0,47.0,-0.069
7.0,48.0,-0.065
7.0,49.0,-0.077
7.0,50.0,-0.071
7.0,51.0,-0.064
7.0,52.0,-0.059
7.0,53.0,-0.058
7.0,54.0,-0.059
7.0,55.0,-0.07
7.0,56.0,-0.082
7.0,57.0,-0.072
7.0,58.0,-0.056
7.0,59.0,-0.048
7.0,60.0,-0.052
7.0,61.0,-0.062
7.0,62.0,-0.064
7.0,63.0,-0.061
7.0,64.0,-0.043
7.0,65.0,-0.044
8.0,0.0,-0.013
8.0,1.0,-0.018
8.0,2.0,0.008
8.0,3.0,0.048
8.0,4.0,0.075
8.0,5.0,0.099
8.0,6.0,0.108
8.0,7.0,0.103
8.0,8.0,0.079
8.0,9.0,0.052
8.0,10.0,0.032
8.0,11.0,0.014
8.0,12.0,-0.004
8.0,13.0,-0.023
8.0,14.0,-0.035
8.0,15.0,-0.057
8.0,16.0,-0.064
8.0,17.0,-0.069
8.0,18.0,-0.073
8.0,19.0,-0.082
8.0,20.0,-0.085
8.0,21.0,-0.093
8.0,22.0,-0.094
8.0,23.0,-0.095
8.0,24.0,-0.095
8.0,25.0,-0.096
8.0,26.0,-0.097
8.0,27.0,-0.098
8.0,28.0,-0.105
8.0,29.0,-0.105
8.0,30.0,-0.112
8.0,31.0,-0.115
8.0,32.0,-0.098
8.0,33.0,-0.096
8.0,34.0,-0.097
8.0,35.0,-0.099
8.0,36.0,-0.1
8.0,37.0,-0.101
8.0,38.0,-0.108
8.0,39.0,-0.101
8.0,40.0,-0.099
8.0,41.0,-0.097
8.0,42.0,-0.098
8.0,43.0,-0.099
8.0,44.0,-0.106
8.0,45.0,-0.107
8.0,46.0,-0.104
8.0,47.0,-0.085
8.0,48.0,-0.076
8.0,49.0,-0.088
8.0,50.0,-0.088
8.0,51.0,-0.081
8.0,52.0,-0.064
8.0,53.0,-0.062
8.0,54.0,-0.064
8.0,55.0,-0.087
8.0,56.0,-0.098
8.0,57.0,-0.088
8.0,58.0,-0.06
8.0,59.0,-0.046
8.0,60.0,-0.057
8.0,61.0,-0.072
8.0,62.0,-0.075
8.0,63.0,-0.066
8.0,64.0,-0.055
8.0,65.0,-0.055
9.0,0.0,-0.026
9.0,1.0,-0.024
9.0,2.0,-0.005
9.0,3.0,0.029
9.0,4.0,0.064
9.0,5.0,0.088
9.0,6.0,0.098
9.0,7.0,0.093
9.0,8.0,0.069
9.0,9.0,0.049
9.0,10.0,0.029
9.0,11.0,0.011
9.0,12.0,-0.007
9.0,13.0,-0.033
9.0,14.0,-0.045
9.0,15.0,-0.06
9.0,16.0,-0.073
9.0,17.0,-0.084
9.0,18.0,-0.088
9.0,19.0,-0.091
9.0,20.0,-0.094
9.0,21.0,-0.096
9.0,22.0,-0.098
9.0,23.0,-0.104
9.0,24.0,-0.104
9.0,25.0,-0.105
9.0,26.0,-0.106
9.0,27.0,-0.107
9.0,28.0,-0.108
9.0,29.0,-0.108
9.0,30.0,-0.109
9.0,31.0,-0.112
9.0,32.0,-0.101
9.0,33.0,-0.099
9.0,34.0,-0.101
9.0,35.0,-0.102
9.0,36.0,-0.103
9.0,37.0,-0.104
9.0,38.0,-0.105
9.0,39.0,-0.104
9.0,40.0,-0.102
9.0,41.0,-0.1
9.0,42.0,-0.101
9.0,43.0,-0.103
9.0,44.0,-0.104
9.0,45.0,-0.105
9.0,46.0,-0.102
9.0,47.0,-0.088
9.0,48.0,-0.085
9.0,49.0,-0.091
9.0,50.0,-0.091
9.0,51.0,-0.085
9.0,52.0,-0.074
9.0,53.0,-0.072
9.0,54.0,-0.074
9.0,55.0,-0.09
9.0,56.0,-0.102
9.0,57.0,-0.092
9.0,58.0,-0.07
9.0,59.0,-0.062
9.0,60.0,-0.066
9.0,61.0,-0.082
9.0,62.0,-0.084
9.0,63.0,-0.075
9.0,64.0,-0.071
9.0,65.0,-0.058
10.0,0.0,-0.038
10.0,1.0,-0.044
10.0,2.0,-0.025
10.0,3.0,0.024
10.0,4.0,0.06
10.0,5.0,0.091
10.0,6.0,0.101
10.0,7.0,0.083
10.0,8.0,0.072
10.0,9.0,0.046
10.0,10.0,0.026
10.0,11.0,0.008
10.0,12.0,-0.016
10.0,13.0,-0.029
10.0,14.0,-0.047
10.0,15.0,-0.068
10.0,16.0,-0.075
10.0,17.0,-0.087
10.0,18.0,-0.09
10.0,19.0,-0.094
10.0,20.0,-0.097
10.0,21.0,-0.099
10.0,22.0,-0.1
10.0,23.0,-0.101
10.0,24.0,-0.101
10.0,25.0,-0.101
10.0,26.0,-0.102
10.0,27.0,-0.103
10.0,28.0,-0.104
10.0,29.0,-0.105
10.0,30.0,-0.118
10.0,31.0,-0.12
10.0,32.0,-0.097
10.0,33.0,-0.096
10.0,34.0,-0.097
10.0,35.0,-0.099
10.0,36.0,-0.1
10.0,37.0,-0.112
10.0,38.0,-0.113
10.0,39.0,-0.112
10.0,40.0,-0.099
10.0,41.0,-0.097
10.0,42.0,-0.098
10.0,43.0,-0.099
10.0,44.0,-0.112
10.0,45.0,-0.112
10.0,46.0,-0.11
10.0,47.0,-0.085
10.0,48.0,-0.081
10.0,49.0,-0.087
10.0,50.0,-0.088
10.0,51.0,-0.081
10.0,52.0,-0.076
10.0,53.0,-0.075
10.0,54.0,-0.076
10.0,55.0,-0.087
10.0,56.0,-0.099
10.0,57.0,-0.089
10.0,58.0,-0.072
10.0,59.0,-0.064
10.0,60.0,-0.069
10.0,61.0,-0.078
10.0,62.0,-0.081
10.0,63.0,-0.078
10.0,64.0,-0.073
10.0,65.0,-0.067
11.0,0.0,-0.042
11.0,1.0,-0.055
11.0,2.0,-0.029
11.0,3.0,0.021
11.0,4.0,0.056
11.0,5.0,0.088
11.0,6.0,0.098
11.0,7.0,0.087
11.0,8.0,0.07
11.0,9.0,0.05
11.0,10.0,0.024
11.0,11.0,0.006
11.0,12.0,-0.011
11.0,13.0,-0.03
11.0,14.0,-0.049
11.0,15.0,-0.07
11.0,16.0,-0.077
11.0,17.0,-0.082
11.0,18.0,-0.086
11.0,19.0,-0.09
11.0,20.0,-0.093
11.0,21.0,-0.095
11.0,22.0,-0.096
11.0,23.0,-0.097
11.0,24.0,-0.097
11.0,25.0,-0.097
11.0,26.0,-0.098
11.0,27.0,-0.099
11.0,28.0,-0.112
11.0,29.0,-0.112
11.0,30.0,-0.114
11.0,31.0,-0.116
11.0,32.0,-0.105
11.0,33.0,-0.103
11.0,34.0,-0.105
11.0,35.0,-0.106
11.0,36.0,-0.107
11.0,37.0,-0.108
11.0,38.0,-0.109
11.0,39.0,-0.108
11.0,40.0,-0.106
11.0,41.0,-0.104
11.0,42.0,-0.105
11.0,43.0,-0.107
11.0,44.0,-0.108
11.0,45.0,-0.109
11.0,46.0,-0.106
11.0,47.0,-0.08
11.0,48.0,-0.077
11.0,49.0,-0.095
11.0,50.0,-0.096
11.0,51.0,-0.078
11.0,52.0,-0.072
11.0,53.0,-0.071
11.0,54.0,-0.072
11.0,55.0,-0.084
11.0,56.0,-0.107
11.0,57.0,-0.096
11.0,58.0,-0.068
11.0,59.0,-0.06
11.0,60.0,-0.065
11.0,61.0,-0.074
11.0,62.0,-0.088
11.0,63.0,-0.074
11.0,64.0,-0.069
11.0,65.0,-0.069
12.0,0.0,-0.05
12.0,1.0,-0.05
12.0,2.0,-0.037
12.0,3.0,0.019
12.0,4.0,0.062
12.0,5.0,0.086
12.0,6.0,0.097
12.0,7.0,0.086
12.0,8.0,0.069
12.0,9.0,0.043
12.0,10.0,0.03
12.0,11.0,0.006
12.0,12.0,-0.005
12.0,13.0,-0.024
12.0,14.0,-0.054
12.0,15.0,-0.064
12.0,16.0,-0.071
12.0,17.0,-0.077
12.0,18.0,-0.081
12.0,19.0,-0.084
12.0,20.0,-0.087
12.0,21.0,-0.101
12.0,22.0,-0.102
12.0,23.0,-0.102
12.0,24.0,-0.103
12.0,25.0,-0.103
12.0,26.0,-0.104
12.0,27.0,-0.105
12.0,28.0,-0.106
12.0,29.0,-0.107
12.0,30.0,-0.108
12.0,31.0,-0.111
12.0,32.0,-0.099
12.0,33.0,-0.098
12.0,34.0,-0.099
12.0,35.0,-0.101
12.0,36.0,-0.102
12.0,37.0,-0.103
12.0,38.0,-0.104
12.0,39.0,-0.103
12.0,40.0,-0.101
12.0,41.0,-0.099
12.0,42.0,-0.1
12.0,43.0,-0.102
12.0,44.0,-0.103
12.0,45.0,-0.104
12.0,46.0,-0.101
12.0,47.0,-0.086
12.0,48.0,-0.083
12.0,49.0,-0.089
12.0,50.0,-0.09
12.0,51.0,-0.083
12.0,52.0,-0.067
12.0,53.0,-0.065
12.0,54.0,-0.067
12.0,55.0,-0.09
12.0,56.0,-0.101
12.0,57.0,-0.091
12.0,58.0,-0.063
12.0,59.0,-0.054
12.0,60.0,-0.071
12.0,61.0,-0.08
12.0,62.0,-0.083
12.0,63.0,-0.08
12.0,64.0,-0.075
12.0,65.0,-0.063
13.0,0.0,-0.069
13.0,1.0,-0.069
13.0,2.0,-0.056
13.0,3.0,0.015
13.0,4.0,0.051
13.0,5.0,0.089
13.0,6.0,0.099
13.0,7.0,0.082
13.0,8.0,0.066
13.0,9.0,0.039
13.0,10.0,0.027
13.0,11.0,0.01
13.0,12.0,-0.013
13.0,13.0,-0.032
13.0,14.0,-0.045
13.0,15.0,-0.054
13.0,16.0,-0.073
13.0,17.0,-0.079
13.0,18.0,-0.083
13.0,19.0,-0.086
13.0,20.0,-0.089
13.0,21.0,-0.092
13.0,22.0,-0.093
13.0,23.0,-0.094
13.0,24.0,-0.094
13.0,25.0,-0.094
13.0,26.0,-0.095
13.0,27.0,-0.096
13.0,28.0,-0.098
13.0,29.0,-0.098
13.0,30.0,-0.1
13.0,31.0,-0.113
13.0,32.0,-0.091
13.0,33.0,-0.089
13.0,34.0,-0.091
13.0,35.0,-0.092
13.0,36.0,-0.093
13.0,37.0,-0.095
13.0,38.0,-0.106
13.0,39.0,-0.095
13.0,40.0,-0.093
13.0,41.0,-0.091
13.0,42.0,-0.092
13.0,43.0,-0.093
13.0,44.0,-0.095
13.0,45.0,-0.096
